name,mscf,yearmonth,year,month,x,y
Akuku Toru,117828.8099,2023-06,2023,06,6.699427835,4.535780607
Akuku Toru,27187.379,2023-07,2023,07,6.699427835,4.535780607
Akuku Toru,159429.6882,2023-08,2023,08,6.699427835,4.535780607
Akuku Toru,404989.0728,2023-09,2023,09,6.699427835,4.535780607
Akuku Toru,227659.9798,2023-10,2023,10,6.699427835,4.535780607
Anambra West,90869.70727,2012-12,2012,12,6.809679615,6.498575637
Anambra West,58590.23179,2013-01,2013,01,6.809679615,6.498575637
Anambra West,52563.3427,2013-02,2013,02,6.809679615,6.498575637
Anambra West,175928.992,2013-08,2013,08,6.809679615,6.498575637
Anambra West,92243.9086,2013-09,2013,09,6.809679615,6.498575637
Anambra West,51720.16189,2013-10,2013,10,6.809679615,6.498575637
Anambra West,88039.57766,2013-11,2013,11,6.809679615,6.498575637
Anambra West,91282.65698,2013-12,2013,12,6.809679615,6.498575637
Anambra West,88415.57657,2014-01,2014,01,6.809679615,6.498575637
Anambra West,84185.11997,2014-04,2014,04,6.809679615,6.498575637
Anambra West,107528.3982,2014-05,2014,05,6.809679615,6.498575637
Anambra West,89660.88946,2014-06,2014,06,6.809679615,6.498575637
Anambra West,62700.71758,2014-07,2014,07,6.809679615,6.498575637
Anambra West,100076.4731,2014-12,2014,12,6.809679615,6.498575637
Anambra West,64841.33842,2015-01,2015,01,6.809679615,6.498575637
Anambra West,18479.86981,2015-02,2015,02,6.809679615,6.498575637
Anambra West,43421.34882,2015-03,2015,03,6.809679615,6.498575637
Anambra West,66718.40116,2015-05,2015,05,6.809679615,6.498575637
Anambra West,63935.23519,2015-06,2015,06,6.809679615,6.498575637
Anambra West,81918.34225,2015-11,2015,11,6.809679615,6.498575637
Anambra West,75100.15578,2015-12,2015,12,6.809679615,6.498575637
Anambra West,23190.6929,2020-02,2020,02,6.809679615,6.498575637
Andoni,111557.4943,2016-12,2016,12,7.397687615,4.504342909
Andoni,95453.15107,2017-01,2017,01,7.397687615,4.504342909
Andoni,281537.4649,2017-02,2017,02,7.397687615,4.504342909
Andoni,232637.5092,2017-03,2017,03,7.397687615,4.504342909
Andoni,365755.3173,2017-05,2017,05,7.397687615,4.504342909
Andoni,443164.5361,2017-06,2017,06,7.397687615,4.504342909
Andoni,207069.3663,2017-07,2017,07,7.397687615,4.504342909
Andoni,96172.01081,2017-09,2017,09,7.397687615,4.504342909
Andoni,210624.787,2017-10,2017,10,7.397687615,4.504342909
Andoni,358990.0249,2017-11,2017,11,7.397687615,4.504342909
Andoni,234745.2625,2017-12,2017,12,7.397687615,4.504342909
Andoni,305792.8893,2018-01,2018,01,7.397687615,4.504342909
Andoni,124259.2227,2018-02,2018,02,7.397687615,4.504342909
Andoni,339535.5526,2018-03,2018,03,7.397687615,4.504342909
Andoni,108237.7084,2018-04,2018,04,7.397687615,4.504342909
Andoni,396494.852,2018-05,2018,05,7.397687615,4.504342909
Andoni,355119.2156,2018-06,2018,06,7.397687615,4.504342909
Andoni,36072.51512,2018-07,2018,07,7.397687615,4.504342909
Andoni,221437.2165,2018-08,2018,08,7.397687615,4.504342909
Andoni,317090.6658,2018-09,2018,09,7.397687615,4.504342909
Andoni,399604.6241,2018-10,2018,10,7.397687615,4.504342909
Andoni,309445.0181,2018-11,2018,11,7.397687615,4.504342909
Andoni,403361.7223,2018-12,2018,12,7.397687615,4.504342909
Andoni,382375.279,2019-01,2019,01,7.397687615,4.504342909
Andoni,358628.6031,2019-02,2019,02,7.397687615,4.504342909
Andoni,565368.936,2019-03,2019,03,7.397687615,4.504342909
Andoni,333193.4556,2019-04,2019,04,7.397687615,4.504342909
Andoni,325461.3697,2019-05,2019,05,7.397687615,4.504342909
Andoni,493817.9553,2019-06,2019,06,7.397687615,4.504342909
Andoni,423071.5385,2019-07,2019,07,7.397687615,4.504342909
Andoni,133545.0617,2019-08,2019,08,7.397687615,4.504342909
Andoni,305119.226,2019-09,2019,09,7.397687615,4.504342909
Andoni,445610.523,2019-10,2019,10,7.397687615,4.504342909
Andoni,363742.3804,2019-11,2019,11,7.397687615,4.504342909
Andoni,434142.8752,2019-12,2019,12,7.397687615,4.504342909
Andoni,350167.0017,2020-01,2020,01,7.397687615,4.504342909
Andoni,296719.0337,2020-02,2020,02,7.397687615,4.504342909
Andoni,326673.2799,2020-03,2020,03,7.397687615,4.504342909
Andoni,520522.9898,2020-04,2020,04,7.397687615,4.504342909
Andoni,393348.8483,2020-05,2020,05,7.397687615,4.504342909
Andoni,240260.9338,2020-06,2020,06,7.397687615,4.504342909
Andoni,128766.8798,2020-07,2020,07,7.397687615,4.504342909
Andoni,76024.1399,2020-08,2020,08,7.397687615,4.504342909
Andoni,267200.3875,2020-10,2020,10,7.397687615,4.504342909
Andoni,122252.6689,2020-11,2020,11,7.397687615,4.504342909
